10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 0, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 0, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 0, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 0
10, 20, 30, 40, 50
10, 20, 30, 40, 50
10, 20, 30, 40, 50
10, 20, 30, 40, 50
10, 20, 30, 40, 50
10, 20, 30, 40, 50